120087888 87  1.0947e+15  2.593225701     2.751655543
121885559 87   1.045e+15  2.553371704     3.394649468
119067190 87  1.0293e+15  2.540519906     1.792298964
120964254 87  8.7006e+14  2.402103294     6.972725362
119747786 87  8.5235e+14  2.385693238     2.218992468
120088368 87  8.4077e+14  2.374839954     1.999885474
120136473 87  7.3388e+14  2.269605082     3.517840468
120962728 87  6.7295e+14  2.204970975      3.97596111
120330490 87  6.5531e+14  2.185533878     3.252669453
119941051 87  6.4619e+14  2.175347729     2.902615591
120184998 87  6.3334e+14  2.160831574     2.798893889
120965047 87  6.2962e+14  2.156592627     4.710465828
119990086 87  6.1911e+14  2.144525513     3.324186551
122080615 87  6.1685e+14  2.141912872     1.289836842
121789098 87  5.9526e+14   2.11662625     2.686901959
119260029 87  5.7055e+14  2.086923427    0.8577415662
121109125 87  5.6291e+14  2.077566493     1.502646829
122031953 87  5.5393e+14  2.066459541     3.467932765
119261276 87  5.5106e+14  2.062884473     1.816379384
121399617 87  5.5099e+14  2.062797122     1.281270863
119407648 87  5.3713e+14   2.04535367     1.355053669
121254281 87  5.1809e+14  2.020894682    0.7475005335
119068595 87  5.1459e+14  2.016333622     3.072039999
119114820 87  5.1395e+14  2.015497364     4.335740863
120865615 87  5.0369e+14  2.001995302     1.938874154
121644054 87  5.0366e+14  2.001955555     2.184603227
122033229 87  4.9452e+14  1.989771616     2.400624581
119114560 87  4.9311e+14  1.987878704     6.265896361
120571942 87  4.8101e+14  1.971484255     4.217150809
120964738 87  4.7908e+14  1.968843932    0.6412165125
119749006 87  4.7399e+14   1.96184641     1.657309661
119357503 87  4.6321e+14  1.946859392     1.341794354
119893762 87  4.6039e+14  1.942900552     5.626860533
119553482 87  4.6034e+14  1.942830215     2.032698092
121594998 87  4.5229e+14  1.931438747     2.466799503
119748776 87  4.5122e+14  1.929914451     3.411537449
121692035 87  4.4657e+14  1.923262037     1.322075312
121205347 87  4.4643e+14  1.923061035    0.4736294825
120963715 87  4.4453e+14  1.920328981     3.806488513
120039445 87  4.4142e+14  1.915840192     3.123638023
120814848 87  4.3878e+14  1.912013198     2.654900412
120185713 87  4.3358e+14  1.904430047     4.755118378
119796086 87  4.3185e+14  1.901893755     3.403593898
120039929 87  4.2134e+14  1.886337976     2.754054606
122081184 87  4.2122e+14  1.886158879     1.497408499
121741414 87  4.1957e+14   1.88369284     5.854055142
119408333 87   4.192e+14  1.883138963     2.077411973
119941274 87  4.1556e+14  1.877672549     8.851143239
120572553 87  4.1097e+14  1.870733764    0.7671136132
120332316 87  4.1038e+14  1.869838109     3.842732142
120716468 87  4.0384e+14  1.859852012     3.397881823
120668171 87  3.9707e+14  1.849400496     1.655189893
119066846 87  3.9025e+14  1.838750971     3.013890572
121254480 87  3.8724e+14  1.834011333    0.8174738777
122032276 87  3.8681e+14  1.833332239     2.166658846
119069297 87  3.8664e+14  1.833063621     3.905980465
119069442 87   3.803e+14   1.82298902     2.739709976
121449773 87  3.7996e+14  1.822445589     1.582420503
119651379 87  3.7975e+14  1.822109778     5.785277762
120865397 87  3.7753e+14  1.818552181   -0.8622236358
121838669 87  3.7671e+14  1.817234587     3.361135804
120474847 87  3.7356e+14  1.812155244     1.653110734
120330614 87  3.7331e+14    1.8117509     -0.25171307
119699809 87  3.6993e+14  1.806266367     4.569744758
121644736 87  3.6629e+14  1.800322456   -0.3668852327
119067763 87   3.625e+14  1.794091608     6.199612801
119260973 87  3.6196e+14  1.793200306     5.609751233
119212656 87  3.5338e+14  1.778918015     5.534347435
121983675 87  3.5255e+14  1.777524181      2.06228472
119309575 87  3.5159e+14  1.775909304     3.093491458
119211938 87  3.5034e+14  1.773802188     4.466619247
119115294 87  3.5014e+14  1.773464585      2.44178463
119700973 87  3.4986e+14  1.772991724     4.316694442
122033010 87  3.4976e+14  1.772822784     2.329344092
121305277 87  3.4857e+14  1.770809922      1.75321753
119068059 87  3.4589e+14  1.766259917     13.26349326
119796365 87  3.4385e+14  1.762780702     5.897448795
119603161 87   3.429e+14  1.761155782     1.434135912
120378970 87  3.4028e+14  1.756658814     1.124922184
121157912 87  3.3859e+14  1.753745839   -0.7190564236
119309105 87  3.3641e+14  1.749973922     3.806445102
120865847 87  3.3607e+14  1.749384173     5.383484257
119261700 87  3.3533e+14  1.748099227     0.883882891
121741539 87  3.3417e+14  1.746081177     2.276004026
120866225 87  3.3299e+14  1.744023536      1.98252429
122130087 87  3.3217e+14  1.742590786     2.129491571
120620127 87  3.3151e+14  1.741435883     6.180851555
121595229 87  3.3091e+14   1.74038464     5.548459117
121304240 87  3.2954e+14   1.73797953     1.120506191
119651153 87  3.2882e+14  1.736712857      3.98703108
120668352 87  3.2797e+14  1.735215098     2.248519281
121303718 87  3.2672e+14  1.733007802     1.138640303
120966524 87  3.2647e+14  1.732565668     2.393919665
120331179 87  3.2474e+14  1.729499895     1.735527192
120137178 87  3.2453e+14  1.729127008    0.8586247775
119990573 87  3.2356e+14  1.727402538     2.393883294
119893387 87   3.227e+14  1.725870742     9.247338162
119503982 87  3.2211e+14  1.724818283     1.684717921
121886363 87  3.2186e+14  1.724371939     1.221968629
121449037 87  3.2153e+14   1.72378241      8.41374643
119700626 87  3.1814e+14  1.717702852     1.195688479
120962885 87  3.1187e+14  1.706343561    0.4561704944
120524885 87  3.1137e+14  1.705431185     5.554696356
121498239 87   3.107e+14  1.704207068    0.9500437753
121304029 87  3.0979e+14  1.702541641     3.226780069
120966641 87  3.0947e+14  1.701955221   0.09458612321
119843697 87  3.0783e+14  1.698943457    0.1577910831
119651800 87  3.0734e+14  1.698041526     3.826264017
119699897 87  3.0712e+14  1.697636265     4.473705213
119261913 87  3.0707e+14  1.697544134     4.732253374
119749444 87  3.0675e+14  1.696954254     1.231849641
121497483 87  3.0465e+14  1.693072953   -0.3359462088
120185521 87  3.0464e+14  1.693054428     3.502655848
121984798 87  3.0381e+14  1.691515439     2.594454604
122032435 87  3.0291e+14  1.689843484   -0.1319876847
119603564 87  3.0011e+14  1.684620573     3.105506885
121303254 87  2.9901e+14  1.682559827      3.36639969
121061002 87   2.984e+14  1.681414871     4.039529196
122081598 87  2.9653e+14  1.677895169     3.983242037
121595389 87  2.9541e+14  1.675780022    -1.015192184
121401218 87  2.9485e+14  1.674720443     8.606147654
120331405 87  2.9336e+14  1.671894658     8.810516597
119260076 87  2.9254e+14  1.670335444     17.35758278
120966222 87    2.92e+14  1.669307053    0.2285537984
119261539 87  2.9198e+14   1.66926894     1.646555668
119115556 87   2.912e+14  1.667781177     3.581778733
121643858 87  2.9107e+14  1.667532958    0.8788223162
121789269 87  2.8888e+14  1.663340273    0.5524636725
119213278 87  2.8885e+14  1.663282692     2.295373907
119309818 87  2.8737e+14  1.660437069     3.212674945
119750378 87  2.8526e+14   1.65636319    0.5484756796
121061147 87  2.8492e+14  1.655704858     1.988487895
119893977 87  2.8426e+14  1.654425423     1.170771369
121303507 87   2.812e+14  1.648467477     2.125053596
121546536 87  2.7998e+14  1.646080035     -1.27635947
120766909 87  2.7766e+14  1.641520778     2.757145264
121742333 87  2.7748e+14  1.641165982    0.7096126344
121401789 87  2.7555e+14  1.637352107     3.998528724
120864536 87   2.739e+14  1.634077394     4.002380801
121158110 87  2.7331e+14  1.632903244     3.106548687
121692293 87  2.7317e+14  1.632624384    0.3355859433
121159146 87   2.693e+14  1.624877889     1.993553074
121498652 87  2.6799e+14  1.622238886     0.996428302
120866516 87  2.6776e+14  1.621774662     4.676982355
119652107 87  2.6744e+14  1.621128344     1.381336597
119069784 87  2.6702e+14  1.620279268    0.2304261002
119116975 87  2.6626e+14  1.618740578      6.55510474
119212657 87  2.6601e+14  1.618233791      3.46679287
120185368 87  2.6575e+14  1.617706395     15.73733129
120524177 87  2.6333e+14  1.612780972     1.161314171
119554819 87  2.6312e+14  1.612352138     3.268154294
120136894 87  2.6298e+14  1.612066123     2.003150891
121692510 87  2.6264e+14   1.61137109     1.508410307
120913622 87  2.6108e+14  1.608174405     3.310434707
121984598 87  2.5998e+14  1.605912669     2.472574297
121839349 87  2.5905e+14  1.603995492     6.580142303
121255043 87  2.5825e+14  1.602342633     6.200754269
119068895 87  2.5806e+14  1.601949577     3.020881543
120963815 87  2.5795e+14   1.60172193   -0.5772379737
121302829 87  2.5774e+14  1.601287152     3.819050154
120088650 87  2.5627e+14  1.598237074     2.390255782
119892556 87  2.5616e+14  1.598008369   -0.1232185108
121304627 87  2.5597e+14  1.597613177     1.608000114
119115717 87  2.5536e+14  1.596343081     2.670629666
119701646 87  2.5528e+14  1.596176361     2.216695602
121011447 87  2.5409e+14   1.59369228    0.8515682475
120913775 87  2.5354e+14  1.592541554     1.090053367
120967052 87  2.5238e+14    1.5901091     4.013874953
121206128 87  2.5219e+14  1.589709971     1.133456015
121546813 87  2.5204e+14  1.589394728     3.864939982
119749236 87  2.5178e+14  1.588848009     2.818818126
119942150 87  2.5167e+14  1.588616592     1.507844424
120137049 87  2.5075e+14  1.586678456    0.4267319529
122129753 87  2.5018e+14  1.585475275    0.5870294425
119115164 87  2.4911e+14  1.583211728     2.945435548
120914241 87  2.4754e+14  1.579878686     3.130245981
119894815 87  2.4723e+14  1.579218904     1.050601137
121934135 87  2.4692e+14  1.578558571     3.444242205
120717315 87  2.4652e+14  1.577705711    0.6601257969
119555078 87   2.465e+14  1.577663043     1.038061009
121983288 87  2.4634e+14  1.577321622     4.510782761
120233583 87  2.4508e+14  1.574627753   0.01419292088
122081404 87  2.4497e+14  1.574392136     1.308858958
120281821 87  2.4466e+14  1.573727745     2.751987446
121546440 87   2.442e+14   1.57274084     3.669223266
119749636 87  2.4303e+14  1.570225069     3.098509259
121983454 87  2.4271e+14   1.56953559     3.762173808
120331604 87   2.427e+14  1.569514034     8.836250761
121350814 87  2.4267e+14  1.569449362     3.370395825
119455602 87  2.4158e+14  1.567096005      3.32756393
119117362 87  2.4145e+14  1.566814857     1.730993845
119701187 87  2.4097e+14  1.565775898     2.130788799
121304385 87  2.4069e+14  1.565169201       3.3610982
120523916 87  2.4041e+14  1.564562034    0.7498432287
119942383 87  2.3926e+14  1.562063354     3.175082608
120281981 87  2.3924e+14  1.562019828     3.544531456
120718023 87  2.3919e+14  1.561911002     1.416588188
121885980 87  2.3893e+14  1.561344863     2.804226248
119066331 87  2.3844e+14  1.560276792     6.147959835
120766215 87  2.3823e+14    1.5598186     2.096769268
121886717 87  2.3796e+14  1.559229099    0.5946250579
121692956 87   2.356e+14  1.554057343     1.030804629
119114846 87  2.3522e+14  1.553221379     3.018092853
119750029 87  2.3465e+14  1.551965743     2.790819952
119893281 87  2.3439e+14  1.551392321     4.598502462
119310145 87  2.3406e+14  1.550663906     3.114101741
119070063 87  2.3379e+14   1.55006742     1.449143967
120620968 87  2.3335e+14  1.549094384     2.886458925
119991997 87  2.3314e+14   1.54862955     1.287857337
120089961 87  2.3282e+14  1.547920693     1.514478121
122129949 87  2.3207e+14  1.546256762     3.251469775
120572391 87  2.3207e+14  1.546256762     7.865781248
119556104 87  2.3187e+14  1.545812442     6.288848349
121839781 87  2.3187e+14  1.545812442     3.856224764
119892797 87  2.3185e+14  1.545767996     2.392238613
120964456 87  2.3146e+14  1.544900786     2.914502409
120233439 87  2.3141e+14  1.544789535     2.913917104
119067528 87  2.3114e+14  1.544188501     3.655927187
120089115 87  2.3097e+14  1.543809832     1.182959866
121400003 87  2.3088e+14  1.543609285     2.558875187
120186242 87   2.307e+14  1.543208035     1.586560601
121159049 87  2.2965e+14   1.54086324      1.12774807
119991600 87  2.2961e+14  1.540773773     2.012483254
119701820 87   2.294e+14  1.540303902     2.233178487
119603332 87  2.2907e+14  1.539564954       4.7449398
119991323 87  2.2884e+14   1.53904951    0.9185511084
119456046 87   2.288e+14  1.538959832     4.739014613
119456585 87  2.2752e+14  1.536084608     3.896004582
119941660 87  2.2707e+14  1.535071226     6.178648506
120379107 87  2.2635e+14  1.533447025     1.174679145
122130581 87  2.2625e+14   1.53322117   -0.2052899515
119309701 87  2.2588e+14  1.532384925     0.908442591
120914373 87  2.2587e+14  1.532362311     4.134392609
119554277 87  2.2556e+14  1.531660949     1.688189849
119750539 87  2.2545e+14  1.531411924    0.3157318712
121401010 87  2.2525e+14  1.530958944     2.598847176
119992194 87  2.2511e+14  1.530641699    0.6042234392
121692384 87  2.2498e+14  1.530346996     1.447900214
119942297 87  2.2475e+14   1.52982532     1.157895096
121498497 87  2.2439e+14  1.529008069    0.8579586934
119751082 87  2.2357e+14  1.527143285       10.079564
119700013 87  2.2327e+14  1.526459907     2.318806555
121448712 87  2.2298e+14  1.525798727     2.321080421
119455867 87  2.2234e+14  1.524337539    0.8092922839
121109602 87  2.2223e+14  1.524086115     2.118193686
121109691 87  2.2145e+14  1.522300907     0.589054558
120766793 87  2.2086e+14   1.52094777     3.188292357
119701376 87  2.2085e+14  1.520924815     1.012099765
121933653 87  2.2075e+14  1.520695224     1.259323343
121306006 87  2.2023e+14  1.519500232    0.8172928572
121838499 87  2.1986e+14  1.518648804     2.624647222
119117154 87  2.1944e+14  1.517681159    0.8877057526
119748465 87  2.1897e+14  1.516596853      1.45549444
119069644 87  2.1876e+14  1.516111875     0.265054585
119797725 87  2.1842e+14  1.515326013     2.287791663
121644541 87  2.1824e+14  1.514909639   -0.9796651606
120525023 87  2.1798e+14  1.514307804     4.419083294
121206685 87  2.1764e+14  1.513520067   -0.2545442556
120965330 87  2.1747e+14  1.513125891     4.195312092
119990415 87  2.1704e+14   1.51212794     2.370066033
121498116 87  2.1673e+14  1.511407669    0.7594110746
121741215 87  2.1656e+14   1.51101239     4.113080081
121886877 87  2.1601e+14  1.509732127     8.689344628
119116696 87  2.1579e+14  1.509219413     7.901699438
121886113 87   2.155e+14   1.50854303     1.761653311
119357806 87  2.1468e+14   1.50662721     2.819084143
119651986 87  2.1449e+14  1.506182605     2.903049176
120041046 87  2.1417e+14  1.505433202     1.450611153
121255482 87  2.1328e+14  1.503344992     1.035038154
120913948 87   2.129e+14  1.502451627     1.753803055
121984188 87  2.1272e+14  1.502028083    0.5021602079
119070280 87  2.1256e+14  1.501651399     2.377008308
119796470 87  2.1232e+14  1.501086018    0.4524031007
122081986 87  2.1232e+14  1.501086018     3.284110599
121645478 87  2.1228e+14  1.500991746    0.5784147519
120379252 87  2.1091e+14  1.497755771     6.949806486
119701267 87  2.1038e+14  1.496500139      0.70979985
120524547 87  2.0974e+14  1.494981089     3.277303965
121596253 87  2.0944e+14  1.494267971     1.016110058
