82535498 77   6.3845e+14  2.166627452      1.366941381
83539547 77   4.9183e+14  1.986157188      1.454843401
83540159 77   4.4662e+14  1.923333814      3.850795105
84679493 77   3.9443e+14  1.845292674      1.886300586
84397223 77    3.604e+14  1.790620444     0.9566136151
85297351 77   3.5672e+14   1.78450498      8.185204928
84537836 77   3.4227e+14  1.760076547      2.647266374
84822355 77   3.3693e+14  1.750875121      5.551487677
82871411 77   3.2157e+14  1.723853889      5.642853069
83205364 77   3.1872e+14  1.718746064      3.404717527
84011630 77   2.9514e+14  1.675269321      4.761345531
84297751 77   2.6955e+14  1.625380543      2.349170116
85108915 77   2.6281e+14  1.611718682      1.779088096
85489017 77   2.5365e+14  1.592771832      4.400182091
85488212 77   2.5298e+14  1.591368194       3.08821858
83588345 77   2.4919e+14  1.583381189     0.6963344863
83776166 77   2.4581e+14  1.576189609      8.979299634
84103663 77   2.4544e+14   1.57539837      1.431797064
84584931 77   2.4444e+14  1.573255901      1.281517965
84679763 77   2.4149e+14  1.566901375      4.242986472
83395533 77   2.3337e+14   1.54913864       2.24737175
84150411 77   2.3181e+14  1.545679096      1.275781262
83443230 77   2.3173e+14  1.545501265      2.810137613
82729375 77    2.316e+14  1.545212204      3.792246213
84728217 77   2.2688e+14  1.534642951      1.927581212
85442253 77    2.268e+14  1.534462554      1.161566626
85158638 77   2.2498e+14  1.530346996     0.5024691671
84919083 77   2.2339e+14  1.526733331      6.264907566
83963883 77   2.2135e+14  1.522071731     0.2951158739
85062725 77   2.2046e+14  1.520029018      1.914788387
85441968 77   2.2026e+14  1.519569225      1.147967436
85157410 77    2.189e+14  1.516435228     0.9882965566
83014286 77   2.1863e+14  1.515811495      3.326772336
82872389 77   2.1817e+14  1.514747653      1.725167127
84443090 77   2.1737e+14  1.512893927     0.2731927875
85204737 77   2.1697e+14  1.511965358      3.027473943
83063891 77   2.1522e+14  1.507889395     0.8309583404
84399390 77   2.1374e+14  1.504425015      1.336548916
83588144 77   2.1367e+14  1.504260764     0.2887162683
83776364 77   2.1307e+14  1.502851421      2.120072841
83824174 77   2.0948e+14  1.494363092      1.464474263
84728900 77   2.0877e+14  1.492672877      4.851499965
84730297 77   2.0798e+14  1.490787705      1.129078796
84394404 77   2.0789e+14  1.490572636      1.337778257
82537393 77   2.0758e+14  1.489831367      3.247760947
85440972 77   2.0571e+14  1.485344113      4.435592296
85298465 77   2.0542e+14  1.484645796      1.310820212
83963518 77   2.0468e+14    1.4828609     0.2877449014
84396832 77   2.0369e+14  1.480466259      3.152675401
84297396 77   2.0248e+14  1.477528914      2.603984037
84247693 77    2.023e+14  1.477090955      4.019681888
85537177 77   2.0062e+14  1.472990751      3.070108852
84394152 77   1.9932e+14  1.469802237      1.736276037
85109283 77   1.9912e+14  1.469310467     0.9931350282
85205013 77   1.9782e+14  1.466105907      1.211072828
82727123 77    1.975e+14  1.465314941      4.006075944
84727927 77   1.9676e+14  1.463482552      0.721003306
85440510 77   1.9592e+14  1.461396968      5.931790008
82965122 77   1.9554e+14   1.46045153      1.150818205
83587357 77   1.9529e+14  1.459828864      7.018913969
84398773 77   1.9476e+14  1.458507051      1.383827615
85440620 77   1.9476e+14  1.458507051      3.210431157
83492972 77   1.9137e+14  1.449995196      3.290888981
83159352 77   1.8851e+14   1.44273558        3.7358251
83915931 77   1.8846e+14  1.442608013      2.248517226
83777077 77   1.8626e+14  1.436972568      3.020869578
84151556 77   1.8505e+14  1.433854139     0.7501913707
84010793 77   1.8381e+14  1.430644258      2.661027705
83208955 77   1.8367e+14  1.430280946      6.551035414
83683099 77   1.8244e+14  1.427081027    -0.1563679352
84729404 77   1.8017e+14  1.421137515     0.9094307509
83446203 77    1.795e+14  1.419373727      5.590039485
83301338 77   1.7799e+14  1.415382469      2.050834651
85013745 77   1.7752e+14  1.414135552      1.575556165
85061605 77   1.7562e+14  1.409072272      1.679921039
