132107506 87   8.5089e+14  2.384330299     5.384401215
133685312 87   5.0717e+14  2.006595327     1.846245291
132671980 87   4.9219e+14  1.986641666     5.691875101
132106350 87   4.6659e+14  1.951583271      8.97358297
133808109 87   4.0043e+14  1.854602383     3.517605318
132952407 87   3.6021e+14  1.790305721     1.418586205
132671419 87   3.5926e+14  1.788730448     1.992931043
132992356 87   3.4282e+14  1.761018809     1.161713342
132142641 87   3.3258e+14  1.743307455     1.940626524
134456881 87   3.3081e+14  1.740209309     1.838584059
133155649 87   3.1674e+14  1.715179518     0.651663638
132588838 87   3.0982e+14  1.702596597     2.880821821
132263019 87   2.8734e+14  1.660379287       3.8061944
132109673 87   2.8245e+14  1.650906475     3.007612643
134091913 87   2.8243e+14  1.650867508     1.277550918
132673664 87   2.8183e+14  1.649697633     2.452013402
132629445 87    2.784e+14  1.642977773     1.758328544
133400235 87   2.7734e+14  1.640889924  -0.03085649804
134417280 87   2.7362e+14  1.633520381     5.852630145
133399707 87   2.6965e+14  1.625581517     1.478585779
134539023 87   2.6547e+14  1.617138045     5.590321465
132630030 87   2.6425e+14  1.614656988      1.87002864
133686846 87   2.4897e+14  1.582915084     1.269787161
134337070 87     2.41e+14  1.565840873     2.118702346
132108639 87   2.3741e+14  1.558026884     1.768405862
133685856 87   2.3617e+14  1.555309606      2.03238535
133358552 87   2.3304e+14  1.548408102     2.018166416
132508486 87    2.241e+14  1.528349092     2.936115861
133688328 87   2.2164e+14  1.522736151     2.523170853
132262243 87   2.1813e+14  1.514655075     1.167961923
134295796 87   2.1803e+14  1.514423579     4.964144896
132222531 87   2.1695e+14    1.5119189     4.505836876
134051060 87   2.1677e+14  1.511500646    0.5152419419
132828743 87   2.1534e+14  1.508169594   -0.1030332088
133687552 87   2.1042e+14  1.496594977     1.545885299
132677658 87   2.0833e+14  1.491623496     2.667022319
134459098 87   2.0815e+14  1.491193778    0.6643584663
134294450 87   2.0703e+14  1.488514393     2.266978726
133807540 87    2.007e+14  1.473186517     2.727911432
132631476 87   2.0041e+14  1.472476618     3.198173153
133523080 87   1.9368e+14  1.455806106    0.1247537507
134253761 87   1.9229e+14  1.452315071     9.311648998
