38983177 64   1.6759e+14  1.387260364    7.871203732
40613644 64   1.5455e+14  1.350304187    1.907540693
39805835 64   1.3384e+14  1.287075195    6.280516804
40496336 64   1.0883e+14   1.20131847    4.417606738
41157622 64   1.0847e+14  1.199992388    6.090410874
38983249 64   1.0391e+14  1.182935484    7.127036642
40728121 64   1.0375e+14  1.182328013    2.604577984
39691112 64   9.9872e+13   1.16740942    3.484163301
40499595 64   9.8267e+13  1.161121973    4.542576765
41000864 64   9.7133e+13  1.156638236    7.367075875
40258502 64   9.5336e+13  1.149461033    4.014544613
39418245 64    9.353e+13   1.14215643     3.14329722
39336343 64   8.7484e+13  1.116995667     19.5834624
39727263 64   8.4317e+13  1.103350916    7.033573097
38985354 64   8.3785e+13  1.101025479    2.581662806
39805951 64   7.9545e+13  1.082130339    3.308564505
39533188 64   7.7007e+13  1.070496732    7.250967989
40770674 64    7.685e+13  1.069768737    8.859860989
41078236 64   7.5628e+13  1.064068246    6.579387613
40036620 64    7.541e+13  1.063044859     9.91988978
40653081 64   7.4695e+13   1.05967443    4.266699991
41348692 64   7.3814e+13  1.055491786    8.399192834
39689084 64   7.2575e+13  1.049552803    2.807790069
41231775 64   7.2287e+13  1.048162646    2.468196679
40768288 64   7.1196e+13   1.04286272    2.270720363
39146238 64    7.049e+13  1.039404154    4.191834698
39534963 64   6.9993e+13  1.036955566    4.165360717
40496050 64    6.987e+13   1.03634779    4.884688648
40614574 64   6.9513e+13  1.034579706    4.033746683
41002829 64   6.7934e+13  1.026686079    3.305785477
41387208 64    6.673e+13  1.020584542    7.134905714
40692219 64   6.4086e+13  1.006923167    2.673077287
39495839 64   6.3947e+13  1.006194648    2.143751072
40298491 64    6.304e+13  1.001414816    2.571058187
39498373 64   6.2795e+13  1.000115825    2.140124824
40416555 64   6.2743e+13 0.9998396866     2.54563801
41079084 64   6.2263e+13 0.9972834805    7.943908739
40459845 64   6.2141e+13 0.9966316855    3.296881521
39575136 64   6.2036e+13  0.996070031    3.604938381
39534192 64   6.1103e+13 0.9910512698     7.46380981
40296006 64   5.9445e+13 0.9820050509    6.428454301
40690910 64   5.9323e+13 0.9813327955    7.857692087
41157295 64    5.921e+13   0.98070931    3.754800132
40574632 64   5.9184e+13  0.980565741    4.742595264
39456139 64   5.8224e+13 0.9752350255    3.379633391
41041001 64   5.7788e+13 0.9727946329    1.686064008
41079708 64   5.7753e+13 0.9725981983    5.807583184
38989309 64   5.7474e+13 0.9710294888    6.293007113
39221600 64   5.7404e+13 0.9706351094    7.158883764
40808201 64   5.7308e+13 0.9700937246    2.918960493
40037836 64   5.7081e+13 0.9688111656    3.940001933
40456098 64   5.6688e+13 0.9665826369    9.197772117
40146671 64   5.6409e+13 0.9649942925    1.917485725
40417532 64   5.6191e+13 0.9637495719    8.734185727
40845070 64   5.5868e+13 0.9618993973    5.038662416
39027957 64   5.5755e+13 0.9612504391    8.851640887
40499130 64   5.4699e+13 0.9551430209    3.797385393
39263366 64   5.4316e+13 0.9529085076    3.375598522
40924578 64   5.4176e+13 0.9520890929    8.069059765
39884644 64   5.3801e+13 0.9498872546    4.479139002
39025646 64   5.3766e+13 0.9496812283    3.061271609
40616817 64   5.3714e+13 0.9493749669    5.383807495
39262126 64   5.3208e+13  0.946384436    3.583343519
40886786 64   5.2981e+13 0.9450366719     2.92267039
40297388 64   5.2911e+13 0.9446202854    6.343552407
39807105 64   5.2832e+13 0.9441499221    5.697592139
39885035 64   5.2588e+13 0.9426941873    2.175330368
40769652 64   5.2344e+13 0.9412339426    4.317576673
40887447 64   5.2274e+13 0.9408141825    1.669829162
39145602 64   5.2265e+13 0.9407601861    6.463998889
39299277 64   5.2257e+13 0.9407121842    3.201891554
40502177 64   5.1794e+13 0.9379256839    2.292568748
40888679 64   5.1349e+13 0.9352318197    5.781893376
40147194 64   5.1088e+13 0.9336445753    3.335067837
41427012 64   5.0704e+13 0.9312994613     2.06268228
40225616 64   5.0503e+13 0.9300672174    3.392547664
39613741 64   5.0032e+13 0.9271668578    3.973201484
41427786 64   4.9797e+13 0.9257129467    5.713509927
41346711 64    4.957e+13 0.9243041808     2.29735002
39846266 64   4.9352e+13 0.9229472147    9.660836552
41122673 64   4.9317e+13 0.9227289812    1.991410655
39499373 64   4.9308e+13 0.9226728473    2.218981271
39376998 64   4.9055e+13 0.9210920583     5.83982967
38983201 64   4.9038e+13 0.9209856446    2.472376613
40537284 64   4.8872e+13 0.9199452511    4.899570377
39846041 64   4.8689e+13 0.9187955774    3.211821902
40419487 64   4.8453e+13 0.9173086773    4.509786548
39145177 64   4.7991e+13 0.9143838446    4.248890938
40690175 64   4.7511e+13 0.9113251064     2.52197818
41234910 64   4.7502e+13 0.9112675587    4.590910118
39498227 64    4.738e+13 0.9104867498    7.118956122
40771378 64    4.731e+13 0.9100381393    4.319267834
39145879 64   4.7284e+13 0.9098713999    3.850209006
40688882 64   4.7267e+13 0.9097623449    5.119098663
40458337 64   4.6979e+13 0.9079108381    8.109931992
40845452 64   4.6953e+13 0.9077433162    2.563831636
39379127 64   4.6883e+13  0.907291988   0.5785299129
41388323 64   4.6761e+13 0.9065043125    1.691759562
