132952407 87 4.402714475e+14  2.319730897  1.723979191 2.741925523
132671419 87 4.252973334e+14  2.133222893  1.363433075  2.63583197
132992356 87 4.805695111e+14   2.44377507  1.344994158 3.331330425
132142641 87 3.466115423e+14  1.749568256  1.122941535 2.268162388
134456881 87 3.782542125e+14  2.153855964  1.585439956 2.674263135
133155649 87 3.525322762e+14  2.028341891 0.1663377687 3.369204287
132588838 87 3.947483088e+14  1.988233994  1.249165758 2.910594551
132263019 87 2.907854542e+14  1.655392045  1.070672717 2.124340669
132109673 87  3.24583795e+14  1.796022806  1.392244604 2.241713357
134091913 87 3.070298547e+14    1.8287656  1.343704975 2.368192018
132673664 87 3.191744467e+14  1.958942453 0.8634216903 2.547000423
132629445 87 3.363522078e+14  2.142064476  1.603814665 2.674646733
134417280 87 3.272246822e+14  1.854806797  1.354608041 2.590219497
133399707 87 3.738610934e+14  2.142997599  1.579769414 2.833490434
134539023 87 2.806133497e+14  1.609268381  1.108825112 2.046134143
132630030 87 3.100763612e+14  1.946441463  1.184205947 2.358265633
133686846 87  3.62210441e+14  2.250996765   1.68315132 2.538502956
134337070 87 2.934241607e+14  1.758738956  1.310435368 2.256121726
132108639 87 3.213802745e+14  2.178445051   1.68524657 2.826247101
133685856 87 2.939028351e+14  2.024871639 0.8637150959 2.591725264
133358552 87 2.760457706e+14  1.939483793   1.43981556 2.530233397
132508486 87 2.481757964e+14  1.742341139  1.423975526 2.110365766
133688328 87 2.484374863e+14  1.815145257  1.421031498 2.364785705
132262243 87 3.059078592e+14  2.022119776  1.585143612 2.579058545
134295796 87 2.266201814e+14  1.635610558   1.15502875 2.242968768
132222531 87 2.320262585e+14  1.686969166  1.400173897 2.000484358
134051060 87 3.124402933e+14  2.165371151  1.740275891 2.518181853
133687552 87 3.072959061e+14   2.32982487  1.997215707 2.612895645
132677658 87 2.588254849e+14  2.014593849  1.550518996 2.349915408
134459098 87 2.953126894e+14  2.107021507  1.552795464  2.75387213
134294450 87 2.518896122e+14  1.851838864  1.033360016 2.219355705
133807540 87 2.138289972e+14  1.523173649  1.101656688 1.814344203
132631476 87 2.743698649e+14  1.877648927  1.357743342 2.163791995
133523080 87 2.241221332e+14  1.767680039   1.33807127 2.209297304
133359145 87 2.244328899e+14  1.839350495  1.391755935 2.254889066
133114117 87 2.120276984e+14  1.686867587  1.253494786 2.160396146
133604367 87 2.153446178e+14  1.641830204  1.258506825 1.955292051
134622143 87 2.370605179e+14  1.919782219  1.431857984 2.238890274
133032440 87 2.043950763e+14  1.520688154 0.8430515712 1.848344001
132954089 87 2.325452768e+14  1.973657696  1.624520708  2.29885197
132870772 87 1.985005113e+14  1.514750352  1.072568883 1.950447268
134579390 87 2.376667662e+14  1.897890295  1.392652203 2.252205234
132869722 87 2.277040137e+14  1.806295425  1.458745488 2.129218853
134620864 87 2.207746832e+14  1.786984712  1.303091739 2.318329615
133973116 87 1.955521385e+14  1.723473196  1.115848101 2.161812101
133607392 87 2.102503878e+14   1.64384427  1.415065261 1.989940034
134092637 87  2.41371859e+14  2.024781446  1.119882454 2.553535515
133972667 87 2.062792436e+14  1.546203046  1.121108837 1.912539272
133605861 87 2.214158235e+14  1.818848739  1.310276679 2.222289277
134374927 87 2.208597325e+14  1.975009875  1.631684282 2.308347503
133605140 87 1.880787111e+14  1.484601504 0.9363825519 2.038759689
132302895 87 1.711037597e+14  1.551490652 0.9277028483 2.178711244
133970759 87 2.141364828e+14  1.850487013  0.683090398 3.928560691
132912307 87 1.687071163e+14  1.283338731  0.958431897 1.668191285
132223986 87 2.044168838e+14  1.858516992  1.476170807 2.182508423
132669688 87  2.77316057e+14   1.87635565  1.229369574 2.496422911
132385452 87 1.821667001e+14  1.542244699  1.273549419 1.808442095
132830176 87 1.709031307e+14  1.324229539 0.9660266793 1.660526937
132303268 87 2.008251899e+14  1.916339084   1.40120647 2.357572382
133319749 87  1.56325913e+14  1.311674798 0.9972645901  1.60540473
132707144 87 2.040995848e+14  1.559390848  1.189044496 2.089450287
133318976 87 1.608422445e+14  1.325283417 0.7041494703 1.862471742
